_id,patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
2680,Fresno,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1056,,
2681,Fresno,2016,24,MULTIPLE SIGNFICANT TRAUMA,284,,
2682,Fresno,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,133,,
2683,Fresno,2017,0,UNGROUPABLE,8,,
2684,Fresno,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",5963,,
2685,Fresno,2017,2,"EYE, DISEASES & DISORDERS",100,,
2686,Fresno,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",953,,
2687,Fresno,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",7825,,
2688,Fresno,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",9862,,
2689,Fresno,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",7028,,
2690,Fresno,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3479,,
2691,Fresno,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",7999,,
2692,Fresno,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",2030,,
2693,Fresno,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",3893,,
2694,Fresno,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",4116,,
2695,Fresno,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",347,,
2696,Fresno,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1218,,
2697,Fresno,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",16174,,
2698,Fresno,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,15269,,
2699,Fresno,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",753,,
2700,Fresno,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,846,,
2701,Fresno,2017,18,INFECTIOUS & PARASITIC DISEASES,7414,,
2702,Fresno,2017,19,MENTAL DISEASES & DISORDERS,5766,,
2703,Fresno,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,729,,
2704,Fresno,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1314,,
2705,Fresno,2017,22,BURNS,103,,
2706,Fresno,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,874,,
2707,Fresno,2017,24,MULTIPLE SIGNFICANT TRAUMA,364,,
2708,Fresno,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,135,,
2709,Fresno,2018,0,UNGROUPABLE,11,,
2710,Fresno,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",6182,,
2711,Fresno,2018,2,"EYE, DISEASES & DISORDERS",108,,
2712,Fresno,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",891,,
2713,Fresno,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",7866,,
2714,Fresno,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",10185,,
2715,Fresno,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",6763,,
2716,Fresno,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3451,,
2717,Fresno,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",7585,,
2718,Fresno,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1947,,
2719,Fresno,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",3910,,
2720,Fresno,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",4183,,
2721,Fresno,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",281,,
2722,Fresno,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1052,,
2723,Fresno,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",16113,,
2724,Fresno,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,15100,,
2725,Fresno,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",800,,
2726,Fresno,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,776,,
2727,Fresno,2018,18,INFECTIOUS & PARASITIC DISEASES,8308,,
2728,Fresno,2018,19,MENTAL DISEASES & DISORDERS,4987,,
2729,Fresno,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,745,,
2730,Fresno,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1343,,
2731,Fresno,2018,22,BURNS,99,,
2732,Fresno,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,747,,
2733,Fresno,2018,24,MULTIPLE SIGNFICANT TRAUMA,341,,
2734,Fresno,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,128,,
2735,Fresno,2019,0,PRE-MDC,382,,
2736,Fresno,2019,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",6114,,
2737,Fresno,2019,2,"EYE, DISEASES & DISORDERS",103,,
2738,Fresno,2019,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",691,,
2739,Fresno,2019,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",7375,,
2740,Fresno,2019,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",10450,,
2741,Fresno,2019,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",6742,,
2742,Fresno,2019,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3384,,
2743,Fresno,2019,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",7669,,
2744,Fresno,2019,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1745,,
2745,Fresno,2019,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",4018,,
2746,Fresno,2019,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",4150,,
2747,Fresno,2019,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",268,,
2748,Fresno,2019,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",983,,
2749,Fresno,2019,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",15697,,
2750,Fresno,2019,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,14619,,
2751,Fresno,2019,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",781,,
2752,Fresno,2019,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,730,,
2753,Fresno,2019,18,INFECTIOUS & PARASITIC DISEASES,7438,,
2754,Fresno,2019,19,MENTAL DISEASES & DISORDERS,4850,,
2755,Fresno,2019,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,806,,
2756,Fresno,2019,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1359,,
2757,Fresno,2019,22,BURNS,89,,
2758,Fresno,2019,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,748,,
2759,Fresno,2019,24,MULTIPLE SIGNFICANT TRAUMA,365,,
2760,Fresno,2019,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,93,,
2761,Fresno,2020,0,PRE-MDC,413,,
2762,Fresno,2020,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",5527,,
2763,Fresno,2020,2,"EYE, DISEASES & DISORDERS",82,,
2764,Fresno,2020,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",562,,
2765,Fresno,2020,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",9160,,
2766,Fresno,2020,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",9325,,
2767,Fresno,2020,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",6088,,
2768,Fresno,2020,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3159,,
2769,Fresno,2020,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",5954,,
2770,Fresno,2020,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1375,,
2771,Fresno,2020,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",3874,,
2772,Fresno,2020,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",3759,,
2773,Fresno,2020,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",183,,
2774,Fresno,2020,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",728,,
2775,Fresno,2020,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",15446,,
2776,Fresno,2020,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,14321,,
2777,Fresno,2020,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",681,,
2778,Fresno,2020,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,774,,
2779,Fresno,2020,18,INFECTIOUS & PARASITIC DISEASES,6640,,
2780,Fresno,2020,19,MENTAL DISEASES & DISORDERS,4549,,
2781,Fresno,2020,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,770,,
2782,Fresno,2020,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1387,,
2783,Fresno,2020,22,BURNS,98,,
2784,Fresno,2020,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,732,,
2785,Fresno,2020,24,MULTIPLE SIGNFICANT TRAUMA,357,,
2786,Fresno,2020,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,106,,
2787,Fresno,2021,0,PRE-MDC,3,,
2788,Fresno,2021,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",6092,,
2789,Fresno,2021,2,"EYE, DISEASES & DISORDERS",112,,
2790,Fresno,2021,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",636,,
2791,Fresno,2021,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",10715,,
2792,Fresno,2021,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",10109,,
2793,Fresno,2021,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",6709,,
2794,Fresno,2021,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3335,,
2795,Fresno,2021,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",5745,,
2796,Fresno,2021,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1517,,
2797,Fresno,2021,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",4447,,
2798,Fresno,2021,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",4361,,
2799,Fresno,2021,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",191,,
2800,Fresno,2021,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",778,,
2801,Fresno,2021,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",15576,,
2802,Fresno,2021,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,14433,,
2803,Fresno,2021,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",716,,
2804,Fresno,2021,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,856,,
2805,Fresno,2021,18,INFECTIOUS & PARASITIC DISEASES,6006,,
2806,Fresno,2021,19,MENTAL DISEASES & DISORDERS,4471,,
2807,Fresno,2021,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,942,,
2808,Fresno,2021,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1518,,
2809,Fresno,2021,22,BURNS,78,,
2810,Fresno,2021,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,853,,
2811,Fresno,2021,24,MULTIPLE SIGNFICANT TRAUMA,470,,
2812,Fresno,2021,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,101,,
2813,Fresno,2022,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",6177,,
2814,Fresno,2022,2,"EYE, DISEASES & DISORDERS",106,,
2815,Fresno,2022,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",795,,
2816,Fresno,2022,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",9847,,
2817,Fresno,2022,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",10740,,
2818,Fresno,2022,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",6946,,
2819,Fresno,2022,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3578,,
2820,Fresno,2022,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",6084,,
2821,Fresno,2022,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1585,,
2822,Fresno,2022,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",5075,,
2823,Fresno,2022,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",5086,,
2824,Fresno,2022,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",207,,
2825,Fresno,2022,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",737,,
2826,Fresno,2022,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",15572,,
2827,Fresno,2022,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,14515,,
2828,Fresno,2022,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",776,,
2829,Fresno,2022,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,689,,
2830,Fresno,2022,18,INFECTIOUS & PARASITIC DISEASES,6214,,
2831,Fresno,2022,19,MENTAL DISEASES & DISORDERS,4573,,
2832,Fresno,2022,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,976,,
2833,Fresno,2022,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1472,,
2834,Fresno,2022,22,BURNS,107,,
2835,Fresno,2022,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,937,,
2836,Fresno,2022,24,MULTIPLE SIGNFICANT TRAUMA,385,,
2837,Fresno,2022,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,117,,
2838,Fresno,2023,0,PRE-MDC,6,,
2839,Fresno,2023,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",6779,,
2840,Fresno,2023,2,"EYE, DISEASES & DISORDERS",101,,
2841,Fresno,2023,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",717,,
2842,Fresno,2023,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",8215,,
2843,Fresno,2023,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",11235,,
2844,Fresno,2023,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",6784,,
2845,Fresno,2023,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3604,,
2846,Fresno,2023,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",6115,,
2847,Fresno,2023,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1705,,
2848,Fresno,2023,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",5080,,
2849,Fresno,2023,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",5213,,
2850,Fresno,2023,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",219,,
2851,Fresno,2023,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",748,,
2852,Fresno,2023,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",14473,,
2853,Fresno,2023,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,13475,,
2854,Fresno,2023,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",766,,
2855,Fresno,2023,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,781,,
2856,Fresno,2023,18,INFECTIOUS & PARASITIC DISEASES,6896,,
2857,Fresno,2023,19,MENTAL DISEASES & DISORDERS,5679,,
2858,Fresno,2023,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1097,,
2859,Fresno,2023,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1579,,
2860,Fresno,2023,22,BURNS,84,,
2861,Fresno,2023,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,776,,
2862,Fresno,2023,24,MULTIPLE SIGNFICANT TRAUMA,350,,
2863,Fresno,2023,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,139,,
2864,Glenn,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",202,,
2865,Glenn,2012,2,"EYE, DISEASES & DISORDERS",,2,Cell suppressed for complementary cell
2866,Glenn,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",30,,
2867,Glenn,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",357,,
2868,Glenn,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",273,,
2869,Glenn,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",276,,
2870,Glenn,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",102,,
2871,Glenn,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",306,,
2872,Glenn,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",88,,
2873,Glenn,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",101,,
2874,Glenn,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",109,,
2875,Glenn,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
2876,Glenn,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",43,,
2877,Glenn,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",396,,
2878,Glenn,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,378,,
2879,Glenn,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",51,,
2880,Glenn,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,38,,
2881,Glenn,2012,18,INFECTIOUS & PARASITIC DISEASES,127,,
2882,Glenn,2012,19,MENTAL DISEASES & DISORDERS,118,,
2883,Glenn,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,23,,
2884,Glenn,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",45,,
2885,Glenn,2012,22,BURNS,2,,
2886,Glenn,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,96,,
2887,Glenn,2012,24,MULTIPLE SIGNFICANT TRAUMA,5,,
2888,Glenn,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,2,,
2889,Glenn,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",177,,
2890,Glenn,2013,2,"EYE, DISEASES & DISORDERS",3,,
2891,Glenn,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",22,,
2892,Glenn,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",327,,
2893,Glenn,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",311,,
2894,Glenn,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",262,,
2895,Glenn,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",103,,
2896,Glenn,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",309,,
2897,Glenn,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",69,,
2898,Glenn,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",98,,
2899,Glenn,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",113,,
2900,Glenn,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",11,,
2901,Glenn,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",27,,
2902,Glenn,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",414,,
2903,Glenn,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,405,,
2904,Glenn,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",43,,
2905,Glenn,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,28,,
2906,Glenn,2013,18,INFECTIOUS & PARASITIC DISEASES,129,,
2907,Glenn,2013,19,MENTAL DISEASES & DISORDERS,80,,
2908,Glenn,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,10,,
2909,Glenn,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",33,,
2910,Glenn,2013,22,BURNS,3,,
2911,Glenn,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,89,,
2912,Glenn,2013,24,MULTIPLE SIGNFICANT TRAUMA,3,,
2913,Glenn,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1,,
2914,Glenn,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",215,,
2915,Glenn,2014,2,"EYE, DISEASES & DISORDERS",2,,
2916,Glenn,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",26,,
2917,Glenn,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",348,,
2918,Glenn,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",305,,
2919,Glenn,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",304,,
2920,Glenn,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",132,,
2921,Glenn,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",333,,
2922,Glenn,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",78,,
2923,Glenn,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",82,,
2924,Glenn,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",173,,
2925,Glenn,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
2926,Glenn,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",39,,
2927,Glenn,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",433,,
2928,Glenn,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,440,,
2929,Glenn,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",25,,
2930,Glenn,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,73,,
2931,Glenn,2014,18,INFECTIOUS & PARASITIC DISEASES,168,,
2932,Glenn,2014,19,MENTAL DISEASES & DISORDERS,98,,
2933,Glenn,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,15,,
2934,Glenn,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",52,,
2935,Glenn,2014,22,BURNS,,2,Cell suppressed for complementary cell
2936,Glenn,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,84,,
2937,Glenn,2014,24,MULTIPLE SIGNFICANT TRAUMA,6,,
2938,Glenn,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,3,,
2939,Glenn,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",184,,
2940,Glenn,2015,2,"EYE, DISEASES & DISORDERS",5,,
2941,Glenn,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",19,,
2942,Glenn,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",340,,
2943,Glenn,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",312,,
2944,Glenn,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",276,,
2945,Glenn,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",108,,
2946,Glenn,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",359,,
2947,Glenn,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",68,,
2948,Glenn,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",98,,
2949,Glenn,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",188,,
2950,Glenn,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
2951,Glenn,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",35,,
2952,Glenn,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",396,,
2953,Glenn,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,388,,
2954,Glenn,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",31,,
2955,Glenn,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,34,,
2956,Glenn,2015,18,INFECTIOUS & PARASITIC DISEASES,208,,
2957,Glenn,2015,19,MENTAL DISEASES & DISORDERS,91,,
2958,Glenn,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,17,,
